gsm	title	patient	group	lesion	timepoint	time_order	marker_compartment	module	dataset	n_cells	mean_score	high_fraction
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	keratinocyte_like	inflammatory_nfkb	GSE183047	378	0.2215914800408823	0.544973544973545
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	keratinocyte_like	lipid_loader_repair	GSE183047	378	-0.060877160599530585	0.17989417989417988
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	keratinocyte_like	lysosomal_apc	GSE183047	378	0.1653996020681487	0.3783068783068783
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	keratinocyte_like	mif_cd74_receptor_state	GSE183047	378	0.7625603156116406	0.6931216931216931
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	keratinocyte_like	mixscale_validated_ifng_readout	GSE183047	378	0.7552478150774339	0.9444444444444444
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	keratinocyte_like	regulatory_dc_markers	GSE183047	378	-0.018907267417514455	0.05026455026455026
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	complement_phagocytosis	GSE183047	52	-0.15036727630079155	0.1346153846153846
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	hif_nampt_metabolic	GSE183047	52	-0.24779451001536074	0.09615384615384616
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	hla_ii_apc	GSE183047	52	-0.17996192374657596	0.19230769230769232
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	ifn_apc	GSE183047	52	-0.04960622535828884	0.1346153846153846
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	il17_keratinocyte_inflammation	GSE183047	52	0.10878990280860702	0.38461538461538464
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	inflammatory_nfkb	GSE183047	52	-0.0085817166150873	0.3076923076923077
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	lipid_loader_repair	GSE183047	52	-0.14744570744503957	0.15384615384615385
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	lysosomal_apc	GSE183047	52	-0.2276540322191799	0.15384615384615385
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	mif_cd74_receptor_state	GSE183047	52	-0.08465171894488692	0.17307692307692307
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	mixscale_validated_ifng_readout	GSE183047	52	-0.19257850938922913	0.15384615384615385
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	myeloid_apc_like	regulatory_dc_markers	GSE183047	52	-0.11848768022034574	0.11538461538461539
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	complement_phagocytosis	GSE183047	308	0.06169653001098268	0.1396103896103896
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	hif_nampt_metabolic	GSE183047	308	-0.028204412555261706	0.22077922077922077
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	hla_ii_apc	GSE183047	308	0.18369467430182287	0.16233766233766234
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	ifn_apc	GSE183047	308	-0.02157605968959088	0.21428571428571427
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	il17_keratinocyte_inflammation	GSE183047	308	0.2959051976725549	0.551948051948052
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	inflammatory_nfkb	GSE183047	308	0.17667402192154436	0.5227272727272727
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	lipid_loader_repair	GSE183047	308	0.02173816304036937	0.2662337662337662
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	lysosomal_apc	GSE183047	308	0.09693880582393428	0.3181818181818182
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	mif_cd74_receptor_state	GSE183047	308	-0.20951243633966213	0.13636363636363635
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	mixscale_validated_ifng_readout	GSE183047	308	0.24182422982760218	0.42857142857142855
GSM5550101	Psoriasis01_preTx_LS	Psoriasis01	psoriasis	LS	preTx	0	t_cell_like	regulatory_dc_markers	GSE183047	308	0.009134198587003784	0.022727272727272728
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	complement_phagocytosis	GSE183047	967	0.40409856660856297	0.39917269906928643
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	hif_nampt_metabolic	GSE183047	967	0.035358636054391504	0.28024819027921405
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	hla_ii_apc	GSE183047	967	-0.0028574137773303998	0.07652533609100311
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	ifn_apc	GSE183047	967	-0.026380842628824508	0.23578076525336092
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	il17_keratinocyte_inflammation	GSE183047	967	0.22933578558053702	0.23888314374353672
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	inflammatory_nfkb	GSE183047	967	0.0540613921941394	0.3846949327817994
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	lipid_loader_repair	GSE183047	967	0.16447805648147057	0.4188210961737332
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	lysosomal_apc	GSE183047	967	0.32633393434208086	0.4922440537745605
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	mif_cd74_receptor_state	GSE183047	967	-0.08203894248067994	0.2233712512926577
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	mixscale_validated_ifng_readout	GSE183047	967	0.07080508570742602	0.27197518097207857
GSM5550102	Psoriasis02_preTx_LS	Psoriasis02	psoriasis	LS	preTx	0	keratinocyte_like	regulatory_dc_markers	GSE183047	967	0.06272480387711535	0.11065149948293691
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	complement_phagocytosis	GSE183047	1429	0.05777480889537174	0.33939818054583626
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	hif_nampt_metabolic	GSE183047	1429	0.09655621493167238	0.3372988103568929
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	hla_ii_apc	GSE183047	1429	0.09994988657278207	0.11336599020293912
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	ifn_apc	GSE183047	1429	0.0966788455296736	0.33869839048285516
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	il17_keratinocyte_inflammation	GSE183047	1429	0.6124046577318841	0.5598320503848845
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	inflammatory_nfkb	GSE183047	1429	0.047238625072514286	0.3184044786564031
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	lipid_loader_repair	GSE183047	1429	0.01722764643061612	0.27711686494051785
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	lysosomal_apc	GSE183047	1429	0.14338582156000723	0.34009797060881736
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	mif_cd74_receptor_state	GSE183047	1429	0.236370228914072	0.36738978306508047
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	mixscale_validated_ifng_readout	GSE183047	1429	0.16764523837925327	0.34849545136459065
GSM5550103	Psoriasis03_preTx_LS	Psoriasis03	psoriasis	LS	preTx	0	keratinocyte_like	regulatory_dc_markers	GSE183047	1429	0.04791688742727793	0.09167249825052484
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	complement_phagocytosis	GSE183047	81	-0.02115778156438557	0.037037037037037035
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	hif_nampt_metabolic	GSE183047	81	0.17505506340809593	0.4074074074074074
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	hla_ii_apc	GSE183047	81	0.13151995072638906	0.12345679012345678
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	ifn_apc	GSE183047	81	-0.10899738153654405	0.14814814814814814
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	il17_keratinocyte_inflammation	GSE183047	81	0.042148939131015764	0.2345679012345679
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	inflammatory_nfkb	GSE183047	81	-0.015164186219702709	0.2345679012345679
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	lipid_loader_repair	GSE183047	81	0.02534672570275924	0.35802469135802467
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	lysosomal_apc	GSE183047	81	0.08379270632055376	0.32098765432098764
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	mif_cd74_receptor_state	GSE183047	81	-0.2367427663952219	0.2345679012345679
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	mixscale_validated_ifng_readout	GSE183047	81	-0.08266675293550246	0.1111111111111111
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	b_plasma_like	regulatory_dc_markers	GSE183047	81	-0.048163931157345984	0.0
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	complement_phagocytosis	GSE183047	961	-0.07245208822426072	0.10926118626430802
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	hif_nampt_metabolic	GSE183047	961	0.048696364577412415	0.2924037460978148
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	hla_ii_apc	GSE183047	961	0.2054532475786729	0.11238293444328824
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	ifn_apc	GSE183047	961	-0.07300027399996677	0.16441207075962538
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	il17_keratinocyte_inflammation	GSE183047	961	-0.4846978698330988	0.030176899063475548
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	inflammatory_nfkb	GSE183047	961	0.033080078436136244	0.37148803329864727
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	lipid_loader_repair	GSE183047	961	-0.01664915498650554	0.2778355879292404
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	lysosomal_apc	GSE183047	961	0.20002338831179403	0.41519250780437045
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	mif_cd74_receptor_state	GSE183047	961	-0.09674717139332963	0.21123829344432882
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	mixscale_validated_ifng_readout	GSE183047	961	0.2261655960718982	0.595213319458897
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	keratinocyte_like	regulatory_dc_markers	GSE183047	961	-0.03288719949676934	0.04162330905306972
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	complement_phagocytosis	GSE183047	408	-0.22492214727969945	0.14705882352941177
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	hif_nampt_metabolic	GSE183047	408	-0.06495791336340646	0.19607843137254902
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	hla_ii_apc	GSE183047	408	0.05147600843795988	0.24754901960784315
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	ifn_apc	GSE183047	408	-0.23124658283646735	0.08333333333333333
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	il17_keratinocyte_inflammation	GSE183047	408	-0.049140857827637476	0.1715686274509804
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	inflammatory_nfkb	GSE183047	408	-0.1062272676890529	0.14705882352941177
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	lipid_loader_repair	GSE183047	408	-0.17047746670144368	0.12990196078431374
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	lysosomal_apc	GSE183047	408	-0.11977722915601492	0.17647058823529413
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	mif_cd74_receptor_state	GSE183047	408	-0.14806094971976622	0.15931372549019607
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	mixscale_validated_ifng_readout	GSE183047	408	-0.036618920344278987	0.17401960784313725
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	myeloid_apc_like	regulatory_dc_markers	GSE183047	408	-0.20233590821469932	0.0661764705882353
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	complement_phagocytosis	GSE183047	168	-0.04119212055527524	0.023809523809523808
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	hif_nampt_metabolic	GSE183047	168	0.004744437494401773	0.26785714285714285
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	hla_ii_apc	GSE183047	168	0.11545661271008094	0.1130952380952381
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	ifn_apc	GSE183047	168	-0.19453401114073157	0.10119047619047619
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	il17_keratinocyte_inflammation	GSE183047	168	-0.11184011298015588	0.1488095238095238
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	inflammatory_nfkb	GSE183047	168	-0.03203254442962587	0.25
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	lipid_loader_repair	GSE183047	168	-0.03505645017328467	0.20833333333333334
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	lysosomal_apc	GSE183047	168	-0.0010979643888612014	0.27380952380952384
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	mif_cd74_receptor_state	GSE183047	168	0.08611069439070772	0.26785714285714285
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	mixscale_validated_ifng_readout	GSE183047	168	0.08319720133181865	0.27976190476190477
GSM5550104	Psoriasis04_postTx_week12_LS	Psoriasis04	psoriasis	LS	postTx_week12	12	t_cell_like	regulatory_dc_markers	GSE183047	168	-0.03772979994922338	0.005952380952380952
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	complement_phagocytosis	GSE183047	40	0.0004860113644651498	0.075
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	hif_nampt_metabolic	GSE183047	40	-0.05874472611947625	0.2
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	hla_ii_apc	GSE183047	40	0.06617095537896703	0.125
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	ifn_apc	GSE183047	40	-0.016141438507812182	0.275
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	il17_keratinocyte_inflammation	GSE183047	40	-0.025928090020721207	0.25
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	inflammatory_nfkb	GSE183047	40	-0.0035644624887444356	0.225
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	lipid_loader_repair	GSE183047	40	-0.044734404893769356	0.125
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	lysosomal_apc	GSE183047	40	0.18211526436543163	0.4
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	mif_cd74_receptor_state	GSE183047	40	0.373423611970643	0.475
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	mixscale_validated_ifng_readout	GSE183047	40	0.10895696739914593	0.325
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	b_plasma_like	regulatory_dc_markers	GSE183047	40	-0.04816393115734599	0.0
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	complement_phagocytosis	GSE183047	617	0.12946231326159321	0.29497568881685576
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	hif_nampt_metabolic	GSE183047	617	0.02578334257449739	0.26580226904376014
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	hla_ii_apc	GSE183047	617	0.03749935387281813	0.06969205834683954
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	ifn_apc	GSE183047	617	0.04527646488842666	0.26742301458670986
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	il17_keratinocyte_inflammation	GSE183047	617	0.04229710910366444	0.3646677471636953
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	inflammatory_nfkb	GSE183047	617	0.09353703178518329	0.34359805510534847
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	lipid_loader_repair	GSE183047	617	-0.009933651753041015	0.2171799027552674
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	lysosomal_apc	GSE183047	617	0.05448589205448602	0.25121555915721233
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	mif_cd74_receptor_state	GSE183047	617	0.20564142136634372	0.3565640194489465
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	mixscale_validated_ifng_readout	GSE183047	617	0.16837219856496757	0.3873581847649919
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	keratinocyte_like	regulatory_dc_markers	GSE183047	617	0.06790693521508084	0.09886547811993517
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	complement_phagocytosis	GSE183047	720	0.22219266110994226	0.4152777777777778
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	hif_nampt_metabolic	GSE183047	720	-0.06690399203374518	0.19305555555555556
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	hla_ii_apc	GSE183047	720	-0.1547743526269544	0.20555555555555555
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	ifn_apc	GSE183047	720	-0.11526292439629524	0.20555555555555555
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	il17_keratinocyte_inflammation	GSE183047	720	0.3083229789116459	0.45416666666666666
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	inflammatory_nfkb	GSE183047	720	0.011783533681009341	0.30694444444444446
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	lipid_loader_repair	GSE183047	720	0.03186794575995917	0.31805555555555554
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	lysosomal_apc	GSE183047	720	0.05125279357967949	0.3125
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	mif_cd74_receptor_state	GSE183047	720	-0.017987868632966773	0.24722222222222223
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	mixscale_validated_ifng_readout	GSE183047	720	-0.15129229190011728	0.12222222222222222
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	myeloid_apc_like	regulatory_dc_markers	GSE183047	720	0.16726285505329422	0.41388888888888886
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	complement_phagocytosis	GSE183047	643	0.04331294629540203	0.06842923794712286
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	hif_nampt_metabolic	GSE183047	643	-0.10685410314788925	0.17573872472783825
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	hla_ii_apc	GSE183047	643	-0.01810106038818253	0.06531881804043546
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	ifn_apc	GSE183047	643	-0.05528706269628023	0.2115085536547434
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	il17_keratinocyte_inflammation	GSE183047	643	0.00943730247225989	0.24261275272161742
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	inflammatory_nfkb	GSE183047	643	-0.028466449857807583	0.2379471228615863
GSM5550105	Psoriasis04_preTx_LS	Psoriasis04	psoriasis	LS	preTx	0	t_cell_like	lipid_loader_repair	GSE183047	643	-0.0641550118099328	0.16018662519440124
