donor	lesion_type	receptor_cd44_cxcr4	hla_regulatory	mif_ligand	lysosomal_unique	oxphos	lipid_repair	resolution_efferocytosis_proxy	mocci_inflammatory_switch
MS16	BRL_RIM	1.1645391435006442	0.10762519953250699	0.07617607135648496	0.08449908549803194	-0.3828157905673269	-0.6340150428490439	-0.08063527447747115	1.2587438611081767
MS17	BRL_RIM	-0.3346693245220102	-0.013091240431481396	0.21850230039333599	0.07847956969313638	0.10952437464440004	0.15205284093192523	0.20608834032053724	-0.3987694836116165
MS2	BRL_RIM	0.21058233976548568	-0.06022759714669576	0.6438576734583112	-0.2619610601125395	-0.2275097594025918	-0.07485365615982847	-0.14396874477883898	1.6772141566964285
MS21	BRL_RIM	1.4444278023545798	1.6549812738858372	-1.3166106146086622	0.07048038058107059	0.5876594694474172	0.055575857233439885	0.1558656627720846	0.6738022190358588
MS3	BRL_RIM	-0.1387245448055236	-0.2060906163110381	1.2373314743293906	-0.022105042955166545	-0.1911849204916752	-0.002149462199287359	0.17146106897593155	0.7732514453967854
MS4	BRL_RIM	-0.10627930843810299	-0.24682407476158688	0.24397918099458926	-0.5585275023276142	-0.4883191036572324	-0.1928192065935755	0.5475749997746054	0.9622216400110006
MS5	BRL_RIM	0.5372798583161573	-0.25070623330465264	0.8113224349182787	-0.13714877503656267	-0.10283454557481468	-0.4401948631954957	-0.08754374983800782	-0.20255330953501027
MS9	BRL_RIM	0.3973999484355941	-1.2414264370793309	0.653755789674074	-0.002027068427487825	-0.2553828817994765	-0.28568950322785985	0.019131619598484712	0.2415178108082516
MS1	active_center	0.2935758780967472	0.5708477760715058	0.6842934704636034	0.7505657402736032	-0.08577883202312113	0.528771017972506	0.42635453933924256	2.4495104285132827
MS13	active_center	1.031868131104326	0.19295339462981687	0.00720367792191072	0.3199382920386305	0.06064681462329649	0.21217246316485394	0.042760157539826496	-0.18905504981632892
MS2	active_center	-0.2505995721569363	-0.025990626203096265	-0.12279630901966437	0.8407511231216849	0.26836100942842495	0.5649018125921473	0.6359424608471851	-0.45928015587630777
MS27	active_center	0.3900246956140178	0.03994065972414884	0.44728018535583686	0.638410737070979	0.2731084690274276	0.3616522918791626	0.05447809330231194	0.21547801480113682
MS28	active_center	0.5853232456183487	-0.07920752788782819	0.13753017010459165	1.0210790157818026	0.14959315438389467	0.6593278581457307	0.1344473159083878	0.41347853375981164
MS5	active_center	1.4723306166164813	-0.48478202505864176	0.2579209566448301	0.8519568313960737	0.21192377852221822	-0.052783919828706116	-0.1978551759484888	0.435347740934858
MS8	active_center	1.008261678358764	0.058654519028495083	-0.2617057260492556	0.20194912166751072	-0.05870867331890244	0.19249003715986288	0.29393019011997795	-0.5375818660067582
MS1	mixed_RIM	-1.2067234037184347	0.08594942896442825	-0.3517936041501275	-0.8870881808980545	-0.25221893443442794	0.23032361124638412	-0.24000949987348313	1.679160315953769
MS19	mixed_RIM	-1.4365610115092067	0.47701623868769644	-0.7090148210646547	-1.122881297180777	-0.008304242075463576	-0.3390842103226997	-0.29228339770911893	0.053786001210992085
MS24	mixed_RIM	-0.7347803429834269	0.2327423271561203	-0.8521859676292832	-0.21603483328817108	-0.07596555453137313	-0.05969564818143672	-0.13211134319222154	-0.8558542453942091
MS25	mixed_RIM	-0.7924456736711857	-0.7995160284527935	-1.6239317102549244	-0.8085682867928974	-0.01567496755861737	-0.8418281653324102	-0.5628808411476098	-0.7774894296694205
MS26	mixed_RIM	-1.0707479777149715	0.30819817760433765	-0.9307476376641663	-1.3833761420427482	-0.021694759162688378	-0.8979327021868719	-0.4294322247925897	-0.5586577327267088
MS27	mixed_RIM	-0.8673807469115243	0.27141836163055294	-1.2225784117404397	-0.3940369857111357	0.15492443908038442	0.03058578385372765	-0.33478658042944587	-1.9283602978557717
MS28	mixed_RIM	-0.5223572205729559	0.5801746920384939	-0.18462340179292516	-1.029918951320898	-0.15781421956126993	0.039086688427325246	-0.2535300374629324	-1.3469783689562629
